OBJECTID,ENTITYID,ENTITYCD,COMMONNM,OFFICIALNM,NAMEUPDT,ENTTYPEID,ENTTYPENM,OPENDATE,CLOSEDATE,STATUS,AUTHGRADES,ACTGRADES,GRADESUPDT,AUTHEDSET,ACTEDSET,EDSETUPDT,ADDRESSID,ADDRTYPEID,STREET,ADDRLINE2,CITY,STATE,ZIP,ADDRUPDT,GEOCODE,CGISTATID,CGISTATDT,XLOCATION,YLOCATION,LATITUDE,LONGITUDE,MIHOUSE,MISENATE,USCONGRESS,BLKGRP,CIVILDIV,FIPSCNTY,COUNTY,DISTCODE,IGNOREFLAG,ROOFTOP,x,y
5030,1529,1410, ,Gladstone Area High School,5-Oct-08,18,LEA School,"December 31, 1899",,Open-Active,12-Sep,12-Sep,5-Oct-08,"GenEd,Alt,SpecEd,SchlChoice,SuppVirt","GenEd,Alt,SpecEd,SchlChoice,SuppVirt",23-Sep-20,50869,2,2100 STATE HIGHWAY M35, ,GLADSTONE,MI,49837-2814,3-Apr-22, ,2,22-Mar-22,417490.9469,591196.7555,45.867682,-87.060992,108,38,1,9704004,32300,41,Delta,15970,0,Y,-9691585.297,5759170.463
5031,1543,1978, ,Central Middle School,5-Oct-08,18,LEA School,"December 31, 1899",,Open-Active,8-Jul,8-Jul,28-Sep-09,"GenEd,SpecEd,SchlChoice,SuppVirt","GenEd,SpecEd,SchlChoice,SuppVirt",28-Jul-20,51078,2,300 W B ST, ,IRON MOUNTAIN,MI,49801-3300,3-Apr-22, ,2,22-Mar-22,339052.7016,587184.3299,45.81772,-88.06982,108,38,1,9505001,40960,43,Dickinson,19410,0, ,-9803887.517,5751186.684
5032,1544,2784, ,Norway High School,5-Oct-08,18,LEA School,"December 31, 1899",,Open-Active,12-Sep,12-Sep,5-Oct-08,"GenEd,Alt,SpecEd,SchlChoice,SuppVirt","GenEd,Alt,SpecEd,SchlChoice,SuppVirt",8-Sep-20,51080,2,300 SECTION ST, ,NORWAY,MI,49870-1356,3-Apr-22, ,2,22-Mar-22,351873.1466,582946.8766,45.78248,-87.90357,108,38,1,9503002,59220,43,Dickinson,26040,0, ,-9785380.651,5745559.744
5036,3905,6774, ,Chesaning Middle School,5-Oct-08,18,LEA School,"December 31, 1899",,Open-Active,8-Apr,8-Apr,30-Jun-19,"GenEd,Alt,SpecEd,SchlChoice,SuppVirt","GenEd,Alt,SpecEd,SchlChoice,SuppVirt",28-Sep-21,56369,2,431 N 4TH ST, ,CHESANING,MI,48616-1026,3-Apr-22, ,2,22-Mar-22,651855.8974,294965.1506,43.19013,-84.12931,85,32,4,127001,15160,145,Saginaw,9150,0, ,-9365231.95,5340956.494
5038,3948,3090, ,Port Huron Northern High School,5-Oct-08,18,LEA School,"December 31, 1899",,Open-Active,12-Sep,12-Sep,5-Oct-08,"GenEd,Alt,SpecEd,SchlChoice,PCE,SuppVirt","GenEd,SpecEd,SchlChoice,PCE,SuppVirt",23-Sep-20,56415,2,1799 KRAFFT RD, ,PORT HURON,MI,48060-8606,3-Apr-22, ,2,22-Mar-22,789183.766,281118.6601,43.02525,-82.44822,83,25,10,6290002,65820,147,St. Clair,28830,0, ,-9178093.867,5315815.944
5040,3962,719, ,Literacy Academy at Cleveland Elementary,2-Jul-18,18,LEA School,"December 31, 1899",,Open-Active,"DevK,KG,1-2","DevK,KG,1-2",28-Oct-20,"GenEd,PK,Alt,SpecEd,SchlChoice,SuppVirt","GenEd,PK,SpecEd,SchlChoice,SuppVirt",23-Sep-20,56431,2,2801 VANNESS ST, ,PORT HURON,MI,48060-6866,3-Apr-22, ,2,22-Mar-22,788875.7269,272315.0945,42.94619,-82.45657,83,25,10,6200003,65820,147,St. Clair,28830,0, ,-9179023.385,5303784.999
5042,10010,757, ,Noor International Academy,2-Jun-11,26,PSA School,5-Sep-11,,Open-Active,"KG,1-6","KG,1-6",26-Jul-17,"GenEd,PK,SpecEd","GenEd,PK,SpecEd",10-Jul-14,73099,2,37412 DEQUINDRE RD, ,STERLING HEIGHTS,MI,48310,3-Apr-22, ,2,22-Mar-22,738841.6825,228199.4527,42.566663,-83.088203,30,10,9,2315004,76460,99,Macomb,35190,0,Y,-9249336.449,5246244.42
5052,4012,8919, ,Sturgis Schools Adult Education Center,5-Oct-08,18,LEA School,31-Aug-01,,Open-Active,"KG,1-12","KG,1-12",2-Jul-13,"GenEd,PK,Alt,SpecEd,AdultEd,PCE,FaceVirt","GenEd,PK,Alt,SpecEd,AdultEd,PCE,FaceVirt",7-Jun-21,56468,2,107 W WEST ST, ,STURGIS,MI,49091-1447,3-Apr-22, ,2,22-Mar-22,548148.3055,139201.594,41.801497,-85.419651,59,21,6,407003,76960,149,St. Joseph,33090,0,Y,-9508872.053,5131290.88
5053,4048,421, ,Brown City High School,5-Oct-08,18,LEA School,"December 31, 1899",,Open-Active,12-Jul,12-Jul,5-Oct-08,"GenEd,Alt,SpecEd,SchlChoice,SuppVirt","GenEd,Alt,SpecEd,SchlChoice,SuppVirt",23-Sep-22,56512,2,4400 SECOND ST, ,BROWN CITY,MI,48416,5-Jul-17, ,2,6-Jun-10,744080.5567,300326.6645,43.21399,-82.99278,83,25,10, , , , , ,0, ,-9238714.009,5344600.235
5054,4055,6389, ,Croswell-Lexington Middle School,5-Oct-08,18,LEA School,"December 31, 1899",,Open-Active,8-May,8-May,5-Oct-08,"GenEd,Alt,SpecEd,SchlChoice,SuppVirt","GenEd,Alt,SpecEd,SchlChoice,SuppVirt",10-Mar-21,56520,2,5485 PECK RD, ,CROSWELL,MI,48422-8317,3-Apr-22, ,2,22-Mar-22,775805.2385,307296.4856,43.2657,-82.59914,83,25,10,9708003,18920,151,Sanilac,11140,0, ,-9194894.205,5352501.939
5055,4062,5345, ,Peck Jr./Sr. High School,5-Oct-08,18,LEA School,"December 31, 1899",,Open-Active,12-Jun,12-Jun,30-Jun-19,"GenEd,SpecEd,SuppVirt","GenEd,SpecEd,SuppVirt",8-Mar-21,56524,2,222 E LAPEER ST, ,PECK,MI,48466-9655,3-Apr-22, ,2,22-Mar-22,758736.422,305831.3428,43.2586,-82.80993,83,25,10,9712002,25280,151,Sanilac,27690,0, ,-9218359.24,5351416.604
5056,4098,1142, ,Emerson School,5-Oct-08,18,LEA School,"December 31, 1899",,Open-Active,"KG,1-5","KG,1-5",1-Aug-12,"GenEd,SpecEd,SchlChoice,SuppVirt","GenEd,SpecEd,SchlChoice,SuppVirt",23-Sep-20,56564,2,515 E OLIVER ST, ,OWOSSO,MI,48867-2439,3-Apr-22, ,2,22-Mar-22,649474.9664,274005.2585,43.00192,-84.16433,85,24,4,305003,61940,155,Shiawassee,27210,0, ,-9369130.359,5312264.095
5058,4112,6416, ,Caro Middle School,5-Oct-08,18,LEA School,"December 31, 1899",,Open-Active,8-Jun,8-Jun,5-Oct-08,"GenEd,SpecEd,SchlChoice,SuppVirt","GenEd,SpecEd,SchlChoice,SuppVirt",2-Sep-20,56580,2,299 N HOOPER ST, ,CARO,MI,48723-1588,3-Apr-22, ,2,22-Mar-22,709489.6761,330124.1407,43.4926,-83.4069,84,31,10,6003,13420,157,Tuscola,8040,0, ,-9284813.637,5387253.702
5087,4582,2460, ,McDonald Elementary School,5-Oct-08,18,LEA School,"December 31, 1899",,Open-Active,"KG,1-5","KG,1-5",1-Oct-20,"GenEd,PK,SpecEd,SuppVirt","GenEd,PK,SpecEd,SuppVirt",1-Oct-20,57757,2,10151 DIVERSEY ST, ,DEARBORN,MI,48126-1201,3-Apr-22, ,2,22-Mar-22,733850.9422,203725.7137,42.34795,-83.15908,15,3,12,5736003,21000,163,Wayne,11600,0, ,-9257226.44,5213244.011
5088,4111,529, ,Caro High School,5-Oct-08,18,LEA School,"December 31, 1899",,Open-Active,12-Sep,12-Sep,5-Oct-08,"GenEd,SpecEd,SchlChoice,SuppVirt","GenEd,SpecEd,SchlChoice,SuppVirt",2-Sep-20,56714,2,301 N HOOPER ST, ,CARO,MI,48723-1474,3-Apr-22, ,2,22-Mar-22,709489.5368,330126.7345,43.49262,-83.4069,84,31,10,6003,13420,157,Tuscola,8040,0, ,-9284813.637,5387256.771
5090,4141,6546, ,Van Buren Tech,30-Jun-19,11,ISD Unique Education Provider,"December 31, 1899",,Open-Active,12-Nov,12-Nov,13-Dec-21,GenEd,GenEd,4-Feb-09,56742,2,250 SOUTH ST, ,LAWRENCE,MI,49064-9325,3-Apr-22, ,2,22-Mar-22,495739.6099,184860.0883,42.2144,-86.05039,66,26,6,113003,46460,159,Van Buren,21210,0, ,-9579085.597,5193149.826
5091,4175,7495, ,Mattawan Later Elem. School,5-Oct-08,18,LEA School,"December 31, 1899",,Open-Active,5-Mar,5-Mar,15-Jul-12,"GenEd, SchlChoice, SpecEd","GenEd, SchlChoice, SpecEd",3-Mar-09,56784,2,56720 MURRAY ST, ,MATTAWAN,MI,49071-8902,3-Apr-22, ,2,22-Mar-22,517170.8856,184678.8417,42.212488,-85.790798,66,26,6,110021,3140,159,Van Buren,23250,0,Y,-9550187.948,5192862.451
5092,4177,2439, ,Mattawan High School,5-Oct-08,18,LEA School,"December 31, 1899",,Open-Active,12-Jul,12-Sep,16-Feb-22,"GenEd, SchlChoice, SpecEd","GenEd, SchlChoice, SpecEd",14-Nov-13,56788,2,56720 MURRAY ST, ,MATTAWAN,MI,49071-8902,3-Apr-22, ,2,22-Mar-22,517226.1401,184807.9276,42.21365,-85.79012,66,26,6,110021,3140,159,Van Buren,23250,0, ,-9550112.474,5193037.099
5093,4192,4182, ,Thurston Elementary School,5-Oct-08,18,LEA School,"December 31, 1899",,Open-Active,"DevK,KG,1-5","DevK,KG,1-5",17-Sep-19,"GenEd,SpecEd,SuppVirt","GenEd,SpecEd,SuppVirt",7-Sep-20,56802,2,2300 PRAIRIE ST, ,ANN ARBOR,MI,48105-1444,3-Apr-22, ,2,22-Mar-22,689311.8256,197744.2183,42.30644,-83.701602,55,18,12,4027001,3000,161,Washtenaw,2820,0,Y,-9317619.713,5206993.774
5099,10259,1316, ,Rose City School,7-Jun-12,18,LEA School,30-Jun-12,,Open-Active,"DevK,KG,1-6","DevK,KG,1-6",18-Feb-19,"GenEd,PK,SpecEd,SchlChoice,SuppVirt","GenEd,PK,SpecEd,SchlChoice,SuppVirt",28-Oct-20,73634,2,515 Harrington, ,Rose City,MI,48654-9207,5-Jul-17, ,2,29-Jan-17,649258.6602,431462.7544,44.41925,-84.12296,103,35,4,9501003,69680,129,OGEMAW,35850,0, ,-9364525.071,5530552.984
5102,10276,1341, ,Oakdale Academy,1-Jul-12,34,Nonpublic School,30-Jun-12,,Open-Active,"KG,1-11","KG,1-11",1-Jul-12,GenEd,GenEd,1-Jul-12,73671,2,3200 BEACHAM DR, ,WATERFORD,MI,48329,3-Apr-22, ,2,22-Mar-22,718560.8943,240685.6417,42.68513,-83.33028,43,14,11,1435005,84240,125,Oakland,35310,0, ,-9276284.337,5264167.568
5104,10325,1364, ,Faxon Academy,28-Jul-19,26,PSA School,30-Jun-12,,Open-Active,"KG,1-8","KG,1-8",6-Nov-18,"GenEd, SpecEd","GenEd, SpecEd",6-Aug-12,73790,2,26275 NORTHWESTERN HWY, ,SOUTHFIELD,MI,48076-3926,3-Apr-22, ,2,22-Mar-22,718398.5135,220713.0127,42.505419,-83.34002,37,11,14,1666002,27440,125,Oakland,14070,0,Y,-9277368.589,5236992.019
5106,4155,888, ,Decatur Jr Sr High School,2-Jul-18,18,LEA School,"December 31, 1899",,Open-Active,12-Jun,12-Jun,2-Jul-18,"GenEd,Alt,SpecEd,SchlChoice,SuppVirt","GenEd,SpecEd,SchlChoice,SuppVirt",5-Aug-20,56892,2,110 CEDAR ST, ,DECATUR,MI,49045-8848,3-Apr-22, ,2,22-Mar-22,501741.5111,173471.9719,42.11184,-85.9778,66,26,6,116001,21060,159,Van Buren,11670,0, ,-9571004.916,5177747.284
5107,4162,357, ,Bloomingdale Middle and High School,17-Feb-11,18,LEA School,"December 31, 1899",,Open-Active,12-Jun,12-Jun,17-Feb-11,"GenEd,SpecEd,PCE,SuppVirt","GenEd,SpecEd,PCE,SuppVirt",2-Sep-20,56898,2,629 E KALAMAZOO ST, ,BLOOMINGDALE,MI,49026-9729,3-Apr-22, ,2,22-Mar-22,504183.9508,203591.4962,42.38303,-85.94785,66,26,6,101002,9240,159,Van Buren,6270,0, ,-9567670.897,5218529.29
5108,4198,2303, ,Bach Elementary School,5-Oct-08,18,LEA School,"December 31, 1899",,Open-Active,"DevK,KG,1-5","DevK,KG,1-5",17-Sep-19,"GenEd,SpecEd,SuppVirt","GenEd,SpecEd,SuppVirt",7-Sep-20,56940,2,600 W JEFFERSON ST, ,ANN ARBOR,MI,48103-4822,3-Apr-22, ,2,22-Mar-22,684989.0903,194287.1206,42.276378,-83.75516,53,18,12,4006001,3000,161,Washtenaw,2820,0,Y,-9323581.763,5202469.857
5109,4205,455, ,Burns Park Elementary School,5-Oct-08,18,LEA School,"December 31, 1899",,Open-Active,"DevK,KG,1-5","DevK,KG,1-5",17-Sep-19,"GenEd,SpecEd,SuppVirt","GenEd,SpecEd,SuppVirt",7-Sep-20,56950,2,1414 WELLS ST, ,ANN ARBOR,MI,48104-3913,3-Apr-22, ,2,22-Mar-22,687066.8108,193174.6513,42.265856,-83.73034,53,18,12,4004001,3000,161,Washtenaw,2820,0,Y,-9320818.813,5200886.95
5111,4248,214, ,Wylie Elementary School,5-Oct-08,18,LEA School,"December 31, 1899",,Open-Active,4-Mar,4-Mar,5-Oct-08,"GenEd,SpecEd,SuppVirt","GenEd,SpecEd,SuppVirt",2-Sep-20,56998,2,3060 KENSINGTON ST, ,DEXTER,MI,48130-1341,3-Apr-22, ,2,22-Mar-22,674275.4069,199901.551,42.329451,-83.883313,52,22,7,4540001,22160,161,Washtenaw,12030,0,Y,-9337847.689,5210458.073
5112,4255,308, ,Bishop Elementary School,1-Jul-12,18,LEA School,31-Aug-97,,Open-Active,"DevK,KG,1-5","DevK,KG,1-5",16-Sep-18,"GenEd,SpecEd,HealthCtr,SchlChoice,SuppVirt","GenEd,SpecEd,HealthCtr,SchlChoice,SuppVirt",1-Sep-20,57004,2,8888 WHITTAKER RD, ,YPSILANTI,MI,48197-9332,3-Apr-22, ,2,22-Mar-22,697890.1639,181671.1436,42.15957,-83.603164,55,18,7,4200002,4180,161,Washtenaw,21570,0,Y,-9306661.645,5184912.307
5113,4262,7527, ,Pleasant Ridge Elementary School,5-Oct-08,18,LEA School,"December 31, 1899",,Open-Active,"DevK,KG,1-3","DevK,KG,1-3",10-Dec-17,"GenEd,SpecEd,SchlChoice,SuppVirt","GenEd,SpecEd,SchlChoice,SuppVirt",22-Sep-21,57010,2,229 PLEASANT RIDGE DR, ,SALINE,MI,48176-1726,3-Apr-22, ,2,22-Mar-22,683643.6333,181782.6694,42.164126,-83.775517,52,18,7,4236002,71140,161,Washtenaw,30660,0,Y,-9325847.893,5185596.517
5126,4263,6203, ,Saline High School,5-Oct-08,18,LEA School,"December 31, 1899",,Open-Active,12-Sep,12-Sep,5-Oct-08,"GenEd,SpecEd,SchlChoice,SuppVirt","GenEd,SpecEd,SchlChoice,SuppVirt",22-Sep-21,57012,2,1300 CAMPUS PKWY, ,SALINE,MI,48176-8886,3-Apr-22, ,2,22-Mar-22,685737.4232,184545.9201,42.188498,-83.749277,55,18,12,4156001,64560,161,Washtenaw,30660,0,Y,-9322926.87,5189257.485
5129,4306,5553, ,Carleton Elementary School,5-Oct-08,18,LEA School,"December 31, 1899",,Open-Active,"KG, 1-5","KG, 1-5",12-Jul-09,"GenEd,PK,SpecEd,SuppVirt","GenEd,PK,SpecEd,SuppVirt",7-Sep-20,57131,2,11724 CASINO ST, ,DETROIT,MI,48224-1173,3-Apr-22, ,2,22-Mar-22,751109.9107,213124.0182,42.427067,-82.945549,1,2,14,5007002,22000,163,Wayne,1103,0,Y,-9233456.278,5225168.244
5132,4365,4292, ,Vernor Elementary School,5-Oct-08,18,LEA School,"December 31, 1899",,Open-Active,"KG,1-8","KG,1-8",2-Aug-21,"GenEd,PK,SpecEd,SuppVirt","GenEd,PK,SpecEd,SuppVirt",27-Sep-20,57195,2,13726 PEMBROKE AVE, ,DETROIT,MI,48235-1519,3-Apr-22, ,2,22-Mar-22,731599.6225,213699.4868,42.4384,-83.18232,10,5,14,5392002,22000,163,Wayne,1103,0, ,-9259813.505,5226877.545
5140,10459,1672, ,Tree of Life K-8 School & Path of Life High School,9-Jan-22,34,Nonpublic School,24-Oct-12,,Open-Active,"KG,1-12","KG,1-12",9-Jan-22,"GenEd, PK","GenEd, PK",7-Nov-12,74127,2,2001 CAMERON ST, ,KALAMAZOO,MI,49001,3-Apr-22, ,2,22-Mar-22,536163.3361,191326.7248,42.27161,-85.56028,60,20,6,10004,42160,77,Kalamazoo,19950,0, ,-9524526.802,5201752.537
5144,4596,1261, ,Fordson High School,5-Oct-08,18,LEA School,"December 31, 1899",,Open-Active,12-Sep,12-Sep,5-Oct-08,"GenEd,SpecEd,SuppVirt","GenEd,SpecEd,SuppVirt",23-Sep-18,57769,2,13800 FORD RD, ,DEARBORN,MI,48126-3209,3-Apr-22, ,2,22-Mar-22,732284.8819,201762.1194,42.330758,-83.178886,15,3,12,5733002,21000,163,Wayne,11600,0,Y,-9259431.234,5210654.88
5145,4600,2810, ,Oakley W. Best Middle School,5-Oct-08,18,LEA School,"December 31, 1899",,Open-Active,8-Jun,8-Jun,5-Oct-08,"GenEd,Alt,SpecEd,SchlChoice,SuppVirt","GenEd,Alt,SpecEd,SchlChoice,SuppVirt",21-Jun-22,57779,2,22201 POWERS AVE, ,DEARBORN HEIGHTS,MI,48125-2548,3-Apr-22, ,2,22-Mar-22,726441.8857,195165.5979,42.27314,-83.25239,13,5,12,5727002,21020,163,Wayne,11610,0, ,-9267613.662,5201982.711
5146,4607,2507, ,Melvindale High School,5-Oct-08,18,LEA School,30-Jun-55,,Open-Active,12-Sep,12-Sep,5-Oct-08,"GenEd,SpecEd,SuppVirt","GenEd,SpecEd,SuppVirt",17-Sep-20,57785,2,18656 PROSPECT ST, ,MELVINDALE,MI,48122-1508,3-Apr-22, ,2,22-Mar-22,731872.966,195897.595,42.2781,-83.186273,14,3,13,5786002,52940,163,Wayne,23460,0,Y,-9260253.551,5202728.936
5148,4625,1386, ,George Defer Elementary School,5-Oct-08,18,LEA School,"December 31, 1899",,Open-Active,"DevK,KG,KG-Part,1-4","DevK,KG,1-4",27-Sep-21,"GenEd,SpecEd","GenEd,SpecEd",30-Sep-21,57809,2,15425 KERCHEVAL AVE, ,GROSSE POINTE PARK,MI,48230-1337,3-Apr-22, ,2,22-Mar-22,751971.7312,208295.9642,42.383337,-82.937224,2,2,14,5502001,35540,163,Wayne,25740,0,Y,-9232529.544,5218575.556
5149,4650,3228, ,Barber Elementary School,8-Aug-12,26,PSA School,26-Jul-12,,Open-Active,"DevK,KG,1-8","DevK,KG,1-8",11-Dec-14,"GenEd,PK,SpecEd,SuppVirt","GenEd,PK,SpecEd,SuppVirt",2-Sep-20,57835,2,45 E BUENA VISTA ST, ,HIGHLAND PARK,MI,48203-3343,3-Apr-22, ,2,22-Mar-22,739084.8472,209849.1027,42.40145,-83.093,7,2,13,5536002,38180,163,Wayne,18330,0, ,-9249870.449,5221305.695
5150,4664,3153, ,Raupp School,5-Oct-08,18,LEA School,"December 31, 1899",,Open-Active,"KG,1-5","KG,1-5",2-Jul-13,"GenEd,PK,Alt,SpecEd,SuppVirt","GenEd,PK,Alt,SpecEd,SuppVirt",7-Mar-21,57847,2,1351 ETHEL AVE, ,LINCOLN PARK,MI,48146-2024,3-Apr-22, ,2,22-Mar-22,733701.6057,192980.1857,42.251288,-83.165307,14,4,12,5770003,47800,163,Wayne,21600,0,Y,-9257919.627,5198695.809
5152,4689,788, ,Coolidge Elementary School,5-Oct-08,18,LEA School,"December 31, 1899",,Open-Active,"KG,1-4","KG,1-4",18-Aug-15,"GenEd,Alt,SpecEd,SuppVirt","GenEd,SpecEd,SuppVirt",8-Mar-21,57910,2,30500 CURTIS RD, ,LIVONIA,MI,48152-3484,3-Apr-22, ,2,22-Mar-22,718221.9518,211272.3328,42.420497,-83.345816,19,7,11,5569001,49000,163,Wayne,21840,0,Y,-9278013.797,5224177.464
5155,10574,1241, ,W-A-Y Academy - Chicago Site,27-Jun-13,26,PSA School,30-Jun-13,,Open-Active,12-Jun,12-Jun,7-Oct-19,"GenEd,Alt,SpecEd,PCE,FaceVirt","GenEd,Alt,SpecEd,PCE,FaceVirt",7-Mar-21,74369,2,19321 W CHICAGO ST, ,DETROIT,MI,48228-1739,3-Apr-22, ,2,22-Mar-22,727929.5251,205385.2502,42.36468,-83.23026,9,3,13,5467005,22000,163,Wayne,1103,0, ,-9265150.162,5215764.245
5156,10597,1903, ,Middle School Mathematics Science Technology Center,16-May-13,18,LEA School,30-Jun-13,,Open-Active,8-Jun,8-Jun,16-May-13,"GenEd,SchlChoice,SuppVirt","GenEd,SchlChoice,SuppVirt",7-Mar-21,74420,2,27500 COSGROVE DR, ,WARREN,MI,48092-3093,3-Apr-22, ,2,22-Mar-22,741520.5113,220336.0066,42.495056,-83.058955,28,9,9,2622002,84000,99,Macomb,35190,0,Y,-9246080.576,5235427.332
5158,10633,1856, ,Rudolf Steiner High School,29-May-13,34,Nonpublic School,30-Jun-12,,Open-Active,12-Sep,12-Sep,29-May-13,GenEd,GenEd,29-May-13,74492,2,2230 PONTIAC TRL, ,ANN ARBOR,MI,48105-1280,3-Apr-22, ,2,22-Mar-22,686582.1498,197558.5136,42.305441,-83.73477,55,18,12,4038001,3000,161,Washtenaw,2820,0,Y,-9321311.958,5206843.404
5176,4355,6103, ,Noble Elementary-Middle School,27-Jul-11,18,LEA School,"December 31, 1899",,Open-Active,"KG,1-8","KG,1-8",14-Sep-10,"GenEd,PK,SpecEd,SuppVirt","GenEd,PK,SpecEd,SuppVirt",28-Sep-20,57181,2,8646 FULLERTON ST, ,DETROIT,MI,48238-3033,3-Apr-22, ,2,22-Mar-22,734034.3226,207399.9474,42.38097,-83.15534,5,3,13,5342002,22000,163,Wayne,1103,0, ,-9256810.106,5218218.841
5177,4362,4222, ,Trix Academy,24-Jul-17,26,PSA School,30-Jun-12,,Open-Active,"KG,1-8","KG,1-8",14-Sep-10,"GenEd, PK, SpecEd","GenEd, PK, SpecEd",5-Oct-11,57189,2,20045 JOANN ST, ,DETROIT,MI,48205-1136,3-Apr-22, ,2,22-Mar-22,747894.8097,215041.05,42.445366,-82.983763,3,2,14,5031003,22000,163,Wayne,1103,0,Y,-9237710.241,5227928.346
5179,4398,2969, ,Pasteur Elementary School,5-Oct-08,18,LEA School,"December 31, 1899",,Open-Active,"DevK,KG,1-6","DevK,KG,1-6",30-Sep-20,"GenEd,PK,SpecEd,SuppVirt","GenEd,PK,SpecEd,SuppVirt",28-Sep-20,57231,2,19811 STOEPEL ST, ,DETROIT,MI,48221-1745,3-Apr-22, ,2,22-Mar-22,734836.1614,213764.3691,42.438,-83.14297,7,4,14,5389002,22000,163,Wayne,1103,0, ,-9255433.083,5226817.209
5189,10612,1380, ,Taylor Preparatory High School,22-May-13,26,PSA School,30-Jun-13,,Open-Active,12-Sep,12-Sep,30-Jun-15,"GenEd,SpecEd,SuppVirt","GenEd,SpecEd,SuppVirt",17-Aug-20,74449,2,9540 TELEGRAPH RD, ,TAYLOR,MI,48180-3356,3-Apr-22, ,2,22-Mar-22,725115.2984,191212.1161,42.23794,-83.27003,12,6,12,5838001,79000,163,Wayne,33540,0, ,-9269577.338,5196688.609
5218,4555,1438, ,Gompers Elementary-Middle School,26-Jul-11,18,LEA School,"December 31, 1899",,Open-Active,"KG,1-8","KG,1-8",26-Jul-11,"GenEd,PK,SpecEd,SuppVirt","GenEd,PK,SpecEd,SuppVirt",28-Sep-20,57727,2,14450 BURT RD, ,DETROIT,MI,48223,3-Apr-22, ,2,22-Mar-22,726480.0991,208438.7791,42.39259,-83.24663,8,3,13,5437002,22000,163,Wayne,1103,0, ,-9266972.462,5219970.145
5221,10676,1932, ,Oakland County Academy of Media & Technology,13-Jul-20,26,PSA School,30-Jun-13,,Open-Active,"KG,1-8","KG,1-8",30-Jun-16,"GenEd,PK,SpecEd","GenEd,PK,SpecEd",10-Dec-14,74588,2,48980 WOODWARD AVE, ,PONTIAC,MI,48342-5034,3-Apr-22, ,2,22-Mar-22,721323.1586,235877.063,42.64105,-83.29848,29,12,14,1416004,65440,125,Oakland,28740,0, ,-9272744.377,5257494.617
5222,10695,2073, ,The James and Grace Lee Boggs School,10-Jul-13,26,PSA School,30-Jun-13,,Open-Active,"KG,1-8","KG,1-8",14-Nov-17,"GenEd, SpecEd","GenEd, SpecEd",10-Jul-13,74626,2,7600 GOETHE ST, ,DETROIT,MI,48214-1762,3-Apr-22, ,2,22-Mar-22,746209.8737,205888.8683,42.36355,-83.00821,6,1,14,5152002,22000,163,Wayne,1103,0, ,-9240431.669,5215593.999
5238,4591,1635, ,Henry Ford Elementary School,5-Oct-08,18,LEA School,"December 31, 1899",,Open-Active,"DevK,KG,1-5","DevK,KG,1-5",23-Sep-18,"GenEd,PK,SpecEd,SuppVirt","GenEd,PK,SpecEd,SuppVirt",1-Oct-20,57767,2,16140 DRISCOLL ST, ,DEARBORN,MI,48126-2801,3-Apr-22, ,2,22-Mar-22,730433.7232,200157.0591,42.31687,-83.20199,15,3,12,5743002,21000,163,Wayne,11600,0, ,-9262003.16,5208563.851
5239,4598,249, ,Bedford School,5-Oct-08,18,LEA School,"December 31, 1899",,Open-Active,"DevK,KG,1-5","DevK,KG,1-5",28-Aug-18,"GenEd,PK,SpecEd,SchlChoice,SuppVirt","GenEd,PK,SpecEd,SchlChoice,SuppVirt",21-Jun-22,57773,2,4650 CROISSANT ST, ,DEARBORN HEIGHTS,MI,48125-3326,3-Apr-22, ,2,22-Mar-22,728741.8635,195652.3506,42.27683,-83.22432,13,5,12,5729002,21020,163,Wayne,11610,0, ,-9264488.924,5202537.861
5241,4641,1689, ,Holbrook School,5-Oct-08,18,LEA School,"December 31, 1899",,Open-Active,"KG,1-8","KG,1-8",8-Jul-12,"GenEd,SpecEd,SchlChoice,SuppVirt","GenEd,SpecEd,SchlChoice,SuppVirt",4-Sep-20,57827,2,2361 ALICE ST, ,HAMTRAMCK,MI,48212-3649,3-Apr-22, ,2,22-Mar-22,742194.7331,208287.2726,42.38641,-83.05591,4,2,14,5528002,36280,163,Wayne,17520,0, ,-9245741.609,5219038.688
5243,4655,997, ,Earl F. Carr School,5-Oct-08,18,LEA School,"December 31, 1899",,Open-Active,"KG,1-5","KG,1-5",2-Jul-13,"GenEd,PK,Alt,SpecEd,SuppVirt","GenEd,PK,Alt,SpecEd,SuppVirt",7-Mar-21,57837,2,3901 FERRIS AVE, ,LINCOLN PARK,MI,48146-4221,3-Apr-22, ,2,22-Mar-22,732837.7391,190373.0363,42.22808,-83.17684,14,4,12,5780003,47800,163,Wayne,21600,0, ,-9259203.475,5195206.188
5245,4698,1706, ,Holmes Middle School,5-Oct-08,18,LEA School,"December 31, 1899",,Open-Active,8-Jul,8-Jul,5-Oct-08,"GenEd,Alt,SpecEd,SuppVirt","GenEd,Alt,SpecEd,SuppVirt",8-Mar-21,57921,2,16200 NEWBURGH RD, ,LIVONIA,MI,48154-1721,3-Apr-22, ,2,22-Mar-22,712749.3155,209416.5874,42.40534,-83.413,19,7,11,5575004,49000,163,Wayne,21840,0, ,-9285492.686,5221892.13
